Nit,Productos_ahorro,Saldo_productos,Variacion_saldo_6m,Diversificacion_productos
20320855,4,56218338.52,-0.52,3
28130254,1,13063615.69,-0.08,1
81766557,8,6818485.67,-0.51,1
89945266,5,56612293.11,-0.12,1
53558992,4,96604714.73,0.22,2
61628164,1,79560631.39,-0.02,1
75377052,4,149030926.73,0.34,2
97349431,7,110838187.26,0.98,1
91251088,1,170812482.73,-0.14,1
45409403,7,75259580.0,-0.23,1
26045907,3,199329251.77,-0.98,1
72754884,3,6978713.14,-0.63,1
58458273,7,90196842.37,0.53,1
25734209,2,142864710.2,0.39,2
79800140,1,8678995.88,-0.94,1
46081386,3,109071841.43,-0.79,1
83658410,2,31395140.57,-0.13,2
67395058,4,161897911.97,-0.99,2
35827438,6,95998251.33,-0.53,2
26663288,5,16564228.54,-0.78,2
23081782,3,7084330.08,0.76,2
69387253,4,17570925.3,0.32,1
53669391,2,139315348.84,0.51,1
78181511,6,57780425.57,0.14,3
48660995,2,186703794.74,-0.92,2
18234679,4,13157227.72,0.74,2
33240984,0,0.0,0.39,3
32383810,5,79905519.49,-0.11,1
75438362,6,170805479.48,0.17,3
58566364,0,0.0,0.97,3
28727583,6,17477327.83,0.61,1
79019569,8,159625427.1,-0.05,3
45156028,3,34410402.82,-0.48,2
30568697,6,141591897.08,0.41,1
31900338,6,52054948.42,-0.04,2
51311634,4,112476524.09,0.14,2
49902996,5,62024753.61,0.44,1
64481924,5,108981784.36,-0.75,2
15723601,7,82684308.69,-0.11,1
26618153,3,114597427.92,0.81,3
99165628,3,156347232.2,0.04,3
12382357,5,157278263.63,0.91,1
85012933,8,107392211.07,-0.73,3
23630084,7,68598495.03,0.65,2
62576779,7,165194893.56,0.89,2
90890201,8,20077671.83,0.37,3
92537517,8,123672310.1,0.78,1
98132129,5,121590446.99,0.31,1
26099248,4,121927783.22,0.96,1
24677069,3,49316271.0,0.57,1
85589337,6,38070652.35,-0.63,3
22433196,1,126655073.33,-0.95,1
49010202,3,152244395.68,-0.35,1
44626632,3,39311292.93,-0.27,2
87998328,2,117493303.38,-0.76,3
63237806,7,40960089.7,0.14,1
22457080,0,0.0,-0.96,1
11222869,4,127186228.55,0.18,2
92716910,2,40493795.6,0.95,1
60066487,8,155841340.01,-0.2,3
13125354,4,114051977.19,-0.22,1
72802750,8,112829333.82,0.3,2
19818159,1,68341057.57,0.32,2
21145552,0,0.0,0.49,2
25152994,0,0.0,-0.47,1
85191987,0,0.0,-0.63,3
32937902,6,143868510.53,0.5,1
86415031,6,107612669.75,0.96,1
77744469,6,74074632.84,0.21,1
84588685,0,0.0,0.44,1
52758171,2,46058089.88,0.63,1
10067661,0,0.0,-0.84,2
17585153,8,118802438.14,-0.26,2
33335437,5,187449641.92,0.0,1
20466615,5,176972587.41,0.69,2
44861938,2,54250623.0,-0.87,1
96787694,4,58676684.77,0.74,3
12966422,0,0.0,0.91,3
60154221,5,139243199.75,0.56,1
13708654,6,102209412.79,0.76,3
67647084,5,111290157.17,0.93,2
52573305,0,0.0,0.54,2
54653349,3,123130852.75,0.99,2
15872354,1,176765226.64,0.82,3
57756479,8,101382952.83,0.48,3
92649048,6,96190719.59,-0.07,3
90123510,6,69380354.31,-0.2,2
19810404,2,165133098.68,-0.42,2
96205129,0,0.0,-0.22,1
16292518,0,0.0,0.94,2
51142200,0,0.0,-0.53,3
74413145,4,40755799.46,0.4,2
27547389,4,48571037.13,0.29,1
72132760,2,68479135.65,-0.96,2
76689168,6,139983267.89,-0.73,3
32419480,3,68234578.92,0.36,1
58766345,7,188868277.03,-0.2,1
44021442,8,87490525.57,-0.44,2
56523537,7,3471621.51,-0.42,3
35153646,5,110275700.97,0.25,2
87620693,4,139750072.93,0.67,3
18411883,6,155700540.53,0.63,1
21082322,6,170247472.86,-0.19,2
26203305,6,114062989.44,-0.58,1
20848680,0,0.0,0.46,2
93031557,5,45784954.39,-0.17,3
99838873,3,5518483.45,0.57,1
69292991,3,57971274.31,0.72,3
45555041,1,14556136.14,0.01,2
63028791,6,143864093.4,-0.34,2
86301164,3,184205664.58,-0.64,3
86658629,1,91588734.73,0.84,2
61646180,2,68337908.22,0.6,2
89357216,0,0.0,-0.3,1
42359860,5,196002938.09,0.98,2
44499221,3,94417732.16,-0.39,2
38272916,4,50051910.93,-0.6,1
91861231,4,88906121.59,-0.94,1
29032579,8,125257324.44,0.08,3
40354781,6,24917670.21,-0.64,1
26514877,7,166942639.17,0.88,2
83545310,7,183653366.81,-0.38,1
86165878,5,177900308.62,-0.16,1
97554946,7,190461760.02,-0.6,3
88350878,3,31668107.84,-0.97,2
27810471,5,46884541.53,-0.67,1
50636644,2,180732767.65,-0.2,2
68534435,2,46960762.71,-0.58,3
88550238,0,0.0,-0.78,2
67975251,3,167659406.95,0.64,2
13094235,2,8562915.08,-0.24,2
57870026,2,181847538.81,0.89,3
32763342,4,6160150.12,0.82,2
29636869,0,0.0,-0.88,3
37132021,6,183377046.75,0.25,3
43942384,2,158437131.77,-0.18,2
72867959,3,163978422.4,-0.88,2
27807333,0,0.0,-0.95,3
63228466,1,33530939.0,0.91,1
45912253,7,29565419.51,-0.72,1
26263882,1,32658818.53,0.69,2
49138695,4,143048177.01,0.32,3
43799193,4,78882580.64,0.77,1
93721515,6,120288029.38,0.16,2
85495044,7,142236160.15,0.12,3
58014453,7,172835672.28,0.89,3
92405138,7,120811486.79,-0.48,2
61569363,6,38398673.63,-0.49,1
42686304,0,0.0,-0.48,2
85149843,4,108745951.26,-0.79,1
94740096,0,0.0,-0.15,1
82456281,7,190494988.81,-0.24,1
86362381,6,83033977.57,-0.02,1
41699263,2,38890112.0,-0.37,3
90480036,5,143485809.95,-0.97,1
36216317,1,137125094.46,-0.2,3
63215075,7,119421252.94,-0.19,3
44970444,0,0.0,-0.0,2
15752810,0,0.0,-0.19,3
10571650,1,152830615.32,0.38,3
98362656,1,86504149.83,-0.05,3
82017911,2,50161636.26,0.58,3
50435721,5,16444620.24,0.68,3
84531076,6,158804612.35,0.78,2
13757974,2,80042515.05,0.65,3
85900553,7,3304671.28,-0.9,2
71119361,8,136675775.09,-0.42,1
52321932,0,0.0,-0.75,3
29931456,6,69223849.28,0.17,3
69376958,4,138848236.91,-0.75,2
21643208,3,143432391.85,0.25,2
53928336,6,111339827.78,0.12,3
18112074,5,39534654.73,-0.77,2
28967438,2,34362741.31,-0.14,3
22138391,5,31433779.81,0.27,1
63050917,3,70422823.95,0.66,2
34012790,6,12458981.47,-0.6,1
66004002,8,102051546.4,-0.87,1
31982813,5,37553033.05,0.37,2
65616606,2,54266124.42,-0.11,3
39967940,6,54925967.55,0.76,1
87822269,3,47524205.79,-0.57,3
19742257,4,76897845.07,-0.3,1
62044151,0,0.0,0.58,3
13609736,3,20507447.2,0.66,3
85169697,0,0.0,0.65,3
28161634,2,61835915.95,0.43,2
27163810,1,44500487.91,0.32,2
96755840,5,28994987.02,-0.85,3
22225855,7,73254963.07,-0.61,3
61424149,7,17046879.78,-0.16,3
82347195,4,119465296.66,0.61,3
11135964,1,164789234.27,0.35,1
73446855,8,127820363.72,-0.49,2
76318090,5,116324323.65,0.92,2
70203880,2,125623429.93,-0.47,2
12155748,3,97264769.65,0.07,3
70676365,1,55400731.68,0.49,3
88542651,2,165648475.91,-0.04,3
41808285,6,87499668.76,0.26,3
64256930,7,4347926.24,-0.57,3
44427604,8,136238050.19,0.22,2
18910852,0,0.0,-0.31,1
82764242,4,47310867.35,-0.83,1
48428026,7,112084591.58,0.93,1
47617741,2,42303599.9,-0.01,1
16941245,6,24327409.46,-0.1,1
74770179,5,164201579.44,-0.03,2
25876696,8,57365924.47,0.05,2
19451244,4,133768688.55,0.16,1
84926168,2,57780552.43,-0.16,3
27606951,3,94512066.72,0.52,1
72056263,0,0.0,0.76,2
17021862,4,78502930.17,-0.55,1
18351245,1,10899989.56,0.85,1
96448549,0,0.0,0.79,3
46640608,4,76830475.18,-0.03,2
15345854,5,31621556.42,0.11,1
21683982,6,129861020.79,0.43,1
74365536,5,139726536.11,0.75,3
67821848,5,7989372.93,-0.37,2
59875088,4,103156128.07,-0.56,1
80790126,7,157502192.52,-0.86,1
48187510,1,124341769.03,-0.97,2
12609089,7,48035691.2,0.59,3
62840397,3,160001649.36,0.87,3
27691444,6,18228830.05,0.86,2
10953959,2,29026788.65,-0.37,2
54132455,0,0.0,0.29,1
59818662,0,0.0,-0.85,2
20016389,5,22048200.39,-0.02,3
97255618,3,130100399.73,0.13,2
21630982,4,182950418.09,0.85,1
60676914,7,23796069.75,0.0,1
36704425,2,85366742.65,-0.91,2
71298111,4,16008439.83,0.61,3
55014515,4,184218838.41,-0.6,1
64869006,5,52623883.37,0.11,3
25586926,8,151460519.5,0.17,3
19496563,0,0.0,0.42,3
91143014,8,22007747.33,0.03,1
55745050,8,146056273.98,-0.72,2
41556003,5,43188314.04,0.2,3
20321336,0,0.0,-0.96,2
93667964,3,16370205.05,0.97,1
87859104,4,153860000.75,-0.27,3
19803005,3,106347419.47,-0.86,2
83205955,1,124964382.68,-0.4,2
41738453,7,28610226.43,-0.46,1
63509641,8,14162112.84,0.89,3
17583354,1,89476659.46,-0.97,1
29908425,7,172298600.54,0.17,3
49367797,6,88307974.99,-0.53,3
47612325,4,167807443.75,-0.04,2
32468492,2,142092550.18,0.91,1
82506526,8,175060420.28,-0.53,1
26413486,4,39964997.66,0.92,3
21606243,5,80994796.49,0.82,1
93752812,6,178002498.68,-0.61,3
20688727,1,172766697.37,0.75,2
53842483,8,130660528.1,0.02,1
19828366,2,132049715.47,0.22,2
78914332,1,103364057.71,0.56,1
46982407,5,22504484.38,0.73,3
85623580,2,53662453.61,0.86,1
55103150,6,51065411.91,-0.83,3
21618627,5,117399701.71,0.51,3
25043403,5,74546036.67,-0.43,1
15525633,2,192398154.23,-0.76,2
62411802,1,70597878.76,-0.28,3
79353566,7,103920385.3,-0.79,2
30154994,7,97597763.07,0.17,3
37695858,2,62194879.84,-0.08,3
22920739,0,0.0,0.33,1
59282339,4,24928160.52,-0.72,3
17726890,6,111498053.88,0.79,1
32674714,6,103885393.71,-0.03,2
18357956,8,41277178.85,-0.68,3
71413011,2,18086742.07,0.96,2
19451337,0,0.0,-0.69,3
99729573,0,0.0,0.77,1
46940933,2,5549897.56,-0.8,3
84504214,0,0.0,0.47,1
38688729,1,1708277.92,-0.99,2
52019117,0,0.0,0.65,1
34062169,3,106707493.27,-0.03,1
70628583,4,27971265.53,0.57,3
35291709,5,171527363.29,0.5,2
40256337,4,137779765.92,-0.01,1
86039128,7,122631248.68,-0.48,3
35836512,1,164028751.11,-0.89,3
87782638,3,154212925.87,-0.93,2
41549031,6,191682115.31,-0.91,1
46346859,0,0.0,-0.98,1
21309411,0,0.0,0.0,2
63689327,0,0.0,0.45,2
49302467,3,42364421.05,0.27,2
47944452,8,165273928.47,-0.53,2
79790583,0,0.0,-0.33,3
94776775,4,156600704.55,-0.71,3
69220571,0,0.0,-0.89,1
65684473,8,157120383.83,-0.65,3
37580296,7,65124253.12,0.46,2
86796917,3,54492015.66,-0.77,3
73655986,1,176791601.08,-0.0,3
85996188,6,74701462.16,0.58,3
55084109,5,165089060.75,0.4,3
92972373,1,151587358.54,0.24,1
29053322,8,195572537.6,-0.75,1
67292182,6,189750765.91,0.47,3
93700525,3,87452448.32,0.38,2
83684580,6,176205775.79,0.77,1
79111188,8,51367497.86,0.72,2
49816537,2,111660887.78,-0.88,3
72671672,5,97486751.76,0.18,1
94380672,6,158708410.65,0.38,2
90908854,3,194034247.3,0.58,1
47132658,5,97587034.12,-0.68,3
70749710,3,145943788.17,-0.74,3
28492846,7,177629705.1,-0.87,2
87652169,1,21330309.52,-0.35,1
38088632,0,0.0,-0.52,1
29894388,7,23811154.16,-0.57,1
52827417,0,0.0,-0.35,3
98121122,0,0.0,-0.41,2
45453171,7,111084908.54,-0.87,2
36395160,3,146740315.55,0.37,2
94903513,0,0.0,-0.4,2
68435658,8,64499296.17,0.31,2
81769893,8,85545352.65,-0.96,3
21149697,3,55624578.63,-0.74,3
23757649,7,179427873.68,-0.19,1
61913178,8,79005228.76,0.47,3
90535969,1,148374103.11,-0.92,2
62418906,2,16287405.92,0.43,2
73213072,2,181966520.29,-0.77,2
35146282,2,2178976.16,-0.79,1
16857658,7,121452819.45,0.42,3
74164715,2,180091679.09,0.66,2
37915002,0,0.0,-0.13,1
78105394,6,173708978.38,0.29,1
96487703,6,108662774.34,0.69,3
74991256,2,170795124.06,-0.43,2
49785651,7,169048515.19,0.84,2
64440645,3,115838224.22,-0.89,3
21292148,7,162937151.67,0.6,2
46919127,3,38903096.86,0.15,3
90074928,6,66590711.44,0.55,3
87688894,3,149069109.2,-0.84,2
41199893,2,97105141.29,0.07,3
15786265,8,156945264.21,-0.62,3
66240283,4,92593663.83,-0.05,3
41299028,2,134061830.07,0.79,2
75170480,0,0.0,0.57,2
39168464,6,175023304.21,0.07,1
45966581,6,126277249.47,-0.89,3
82507733,4,27551119.85,0.04,3
26405566,2,172450462.42,0.63,2
19427504,8,26636730.64,0.87,1
88795078,4,85486653.37,0.44,2
17022336,6,154493317.92,-0.45,3
29655820,6,121687685.51,-0.49,3
98213938,1,123694214.92,0.23,1
89594423,8,58122539.34,0.45,3
34210749,7,125708309.61,0.35,2
85761695,2,66979728.54,-0.03,1
23691164,8,13934225.69,0.84,3
32761900,8,173958139.11,-0.87,3
21707868,5,98697590.06,-0.53,3
24246173,8,194091012.31,0.86,3
20055079,3,183311180.67,-0.03,2
23781009,8,75624324.3,-0.97,1
64952704,2,83831448.21,0.61,1
77812526,5,119489737.99,-0.96,3
23769205,4,144645151.54,0.02,2
24013403,7,30946085.04,-0.43,2
62991088,3,7816873.52,0.22,1
75954738,7,85472505.67,0.56,3
49648899,7,35120795.31,0.75,1
87462428,3,73026459.03,-0.55,3
65849014,7,102802984.75,0.16,2
47003110,5,13635009.42,0.09,3
23942402,1,123944296.99,-0.24,1
99097673,6,91849762.9,-0.14,3
91602413,4,182031886.73,-0.85,3
20669435,1,61286487.15,-0.84,3
93750880,2,95859895.12,-0.82,1
53728950,3,158400805.44,-0.3,1
21484508,6,198968695.54,0.22,2
17449607,6,122411369.02,0.44,2
97929144,2,153335154.61,0.5,2
23839094,8,29558751.56,0.8,2
26701250,3,198392511.82,-0.48,2
62934615,2,122520964.94,-0.61,3
46992982,7,153571152.47,0.64,3
77185082,5,170924565.3,-0.18,3
33656190,4,156870009.57,-0.52,3
94656124,5,63051759.19,0.77,3
15579079,8,131943565.62,-0.46,2
54489781,0,0.0,0.1,1
90170222,4,134510954.44,-0.73,1
39822180,1,44253686.19,-0.0,2
63517362,0,0.0,-0.12,2
93463150,7,17366383.4,0.97,2
18860935,2,127415594.2,-0.11,2
34444321,0,0.0,0.01,2
95808215,5,93400722.14,0.35,2
25105101,4,55301012.58,-0.97,3
50576287,8,46703536.98,0.94,2
61309687,3,122219401.7,0.52,3
86106218,6,193102884.23,0.44,1
39677043,0,0.0,0.9,1
60831524,5,122934723.93,0.32,3
79071029,4,150328551.5,0.15,3
85094484,7,55690762.28,-0.53,2
10611213,6,160069582.23,0.91,3
61100382,3,151605689.06,0.34,1
59349430,3,41007346.85,-0.54,3
65842822,7,119236014.67,-0.9,2
45393865,0,0.0,-0.7,1
83678496,7,194162739.66,-0.03,2
97558294,2,173230982.06,-0.71,1
28803796,2,186672248.33,-0.8,2
16202258,2,97858601.81,-0.75,2
98225315,4,113919159.8,-0.67,3
86989724,7,117480378.94,0.07,3
75174203,2,177352065.81,0.21,1
80635601,2,24727642.2,0.8,3
85899393,5,97727309.79,-0.74,3
28786176,1,24463563.94,0.69,2
31232430,0,0.0,-0.5,1
50473321,4,192869312.27,-0.46,2
64148094,0,0.0,0.15,3
30153729,7,136739615.34,-0.52,1
92932418,2,70262537.08,0.26,1
22790902,6,24924887.13,0.38,1
87582731,3,157935377.13,0.17,3
87973011,5,23803067.78,0.06,3
16193956,8,167948268.06,-0.97,2
23579173,8,94482591.7,0.3,2
99323229,2,187843072.41,-0.09,3
91638280,0,0.0,-0.49,1
84380340,8,56396369.72,0.24,1
66761259,6,184184831.43,-0.16,1
13266402,1,141503531.84,-0.99,1
57044083,8,158539475.95,-0.18,2
34899065,2,16811916.17,-0.3,3
68436437,5,89887128.86,0.54,3
74910615,4,39654784.53,0.78,2
97994960,8,104683763.4,0.4,3
24072989,4,45657095.43,0.17,2
90235127,6,174788694.62,-0.47,3
81370810,3,41260664.36,-0.77,2
93976173,8,22302915.43,-0.79,2
19944790,4,147753968.46,-0.67,1
89908991,4,175072306.35,-0.85,2
91447632,5,120502501.2,0.19,3
78841329,2,1964726.15,-0.1,2
63505232,3,171382589.58,-0.06,3
90218637,6,189326028.16,0.95,2
54599847,7,83445639.42,-0.92,1
58730049,1,170700029.68,0.89,3
46413676,7,150801023.27,0.27,2
43877350,6,131993021.09,-0.63,1
71658869,5,57713821.03,0.18,2
96131989,4,71452056.3,0.42,3
76374125,7,190654571.72,0.27,3
77225603,4,39188686.66,-0.68,1
41251097,2,27423929.58,-0.27,3
76268268,5,145226662.5,0.06,1
25985249,4,141323393.89,0.96,1
88987338,8,101374245.1,0.32,2
53309893,3,194066343.69,0.32,3
44569361,6,78716267.11,0.81,1
20971177,8,198225363.9,-0.52,3
70200291,1,103710704.35,-0.87,2
30080673,7,53547118.66,0.95,2
84052985,2,45046435.57,0.03,1
16238795,6,169509274.59,0.13,2
91266262,0,0.0,0.41,1
65098996,0,0.0,0.3,1
57226729,1,146898198.85,0.08,3
74504149,3,9516390.48,0.7,2
61048404,5,74144655.39,-0.9,1
68771482,6,24617356.16,0.75,1
80860062,8,102979320.65,-0.85,3
67701082,8,141591797.85,-0.82,1
25732903,3,187509780.27,-0.77,3
13138145,6,179844527.22,0.37,1
39063435,3,113963163.46,0.23,2
44780908,3,108477965.59,-0.11,1
47738488,1,81850576.54,-0.12,3
92125254,3,82631544.03,0.42,2
56361481,0,0.0,0.33,1
45055276,7,68070897.58,-0.5,3
63775257,6,85834209.09,-0.57,3
44954715,5,144063937.32,-0.13,1
99813693,2,142237205.28,-0.04,3
91250937,5,169883378.92,0.41,3
77800621,1,63381632.99,-0.68,3
77499583,1,177984912.51,0.73,1
53470977,0,0.0,0.37,3
53092987,1,134177913.27,0.13,3
92822506,5,156834928.49,-0.92,2
97182130,8,98369640.17,0.91,1
50381731,7,158077343.35,-0.73,3
34694812,3,19933869.25,-0.74,2
71399188,6,30952876.76,-0.34,3
41970599,7,156980675.68,-0.55,2
61207679,1,159407019.57,-0.04,2
49787171,3,5503824.0,-0.81,3
11270896,8,182605090.51,0.5,2
21952314,1,85689905.67,0.63,1
78168486,8,60491976.38,-0.04,3
81531239,2,92679332.86,0.7,3
26770274,7,31393846.36,-0.55,2
60709813,3,13050451.01,-0.41,2
41354977,8,149673992.16,0.56,3
41873646,8,161487883.6,0.51,1
81240343,7,143034156.4,0.06,3
52955157,6,136424296.41,-0.02,1
69365444,5,95768017.91,0.66,1
74445751,3,85129967.06,0.8,3
95518073,7,106130221.49,0.57,3
46905710,5,84137108.03,0.76,2
62673683,4,100452156.37,0.01,3
34755666,8,99244819.89,-0.17,2
15703394,5,32873689.27,0.84,3
96654442,8,146988030.33,0.37,1
21415376,2,121852308.29,-0.12,3
86176890,7,31869329.94,0.59,3
23283692,0,0.0,-0.64,3
99817241,7,21627671.67,0.88,1
33567809,5,129571110.43,-0.32,3
65182836,2,197491299.0,-0.4,2
12721864,0,0.0,0.66,1
64278856,0,0.0,0.36,3
43458471,2,95110366.52,0.67,2
50539152,7,38086127.04,0.99,1
38104320,5,181686254.32,-0.03,1
84842172,8,71129273.79,-0.41,1
13875754,3,193516248.38,-0.6,2
29482215,0,0.0,0.18,2
67696034,6,114982420.98,-0.06,1
38356738,1,103730312.37,-0.1,2
75564145,3,9454641.12,-0.13,2
88021860,7,10497417.14,-0.1,1
20047595,8,50644500.18,0.33,1
40908587,5,66101493.71,0.34,2
32564965,4,95029353.85,0.2,1
50131083,0,0.0,0.61,2
83976082,3,14713352.7,-0.63,1
19004644,2,94478663.77,0.85,1
57517690,2,108307318.79,0.35,3
60760636,5,32714074.89,-0.36,1
47639184,8,131776056.57,0.1,3
64706505,1,68692187.6,0.37,2
23143608,3,192997275.79,0.79,2
46532022,1,14042823.25,0.3,3
55745469,2,101891928.69,0.2,3
98780367,2,168625938.51,0.89,1
46045138,4,182178303.18,0.88,2
67874183,3,2696133.42,0.35,1
69912158,0,0.0,0.58,2
48808656,7,56536460.4,0.87,3
20880726,2,68126828.15,-0.52,2
32992356,7,179386765.68,-0.79,1
30515189,5,107170653.36,-0.07,1
62534223,0,0.0,-0.84,1
33388869,8,81025428.61,-0.79,2
60795719,6,199682942.69,-0.56,2
98798296,5,76681618.77,-0.02,3
20563214,4,67207188.41,0.26,3
34374842,0,0.0,0.4,3
91252249,3,158628890.82,0.97,2
97384552,4,64246869.31,0.67,1
38172140,3,25421721.7,-0.03,2
68701337,3,107662701.61,-0.47,1
45119150,7,61928554.42,-0.38,1
65471391,6,141363820.78,0.53,1
87632265,2,195227782.66,-0.75,1
91597126,3,78707571.39,0.87,1
33387092,3,143798202.75,0.51,1
29156053,6,196869362.41,0.12,3
49678201,1,84652270.96,-0.94,3
11524102,5,120911134.24,0.64,3
21579149,5,53287107.34,-0.13,2
52607220,3,14860848.41,0.52,2
62715014,3,192677069.66,0.78,2
79144712,3,151258871.96,0.26,1
31900146,0,0.0,0.99,2
87937327,0,0.0,-0.91,1
19913841,5,2918511.4,1.0,2
76626362,1,2896311.7,-0.55,2
39061846,1,179373045.77,0.97,3
70523996,3,196199432.53,-0.26,1
33468625,7,194807672.1,0.18,2
88566365,2,96422770.01,0.93,2
13433382,3,142129525.35,0.61,1
85779042,7,70129996.48,-0.2,2
38348817,1,23140684.95,-0.69,2
80503913,3,79140834.06,-0.41,1
93952230,6,168238992.91,-0.59,1
34728848,3,9524632.54,0.31,3
20822814,0,0.0,-0.8,1
99967767,1,127413155.12,-0.8,2
58356322,2,165502908.46,-0.7,1
62879148,0,0.0,0.95,2
72076001,5,102077250.25,0.92,3
52942594,5,185029564.42,0.92,1
47747492,2,86181728.66,0.51,3
25170521,1,118644154.08,-0.82,1
35841846,2,98150741.33,0.55,2
22267883,2,81549190.15,-0.66,3
52639398,3,10131411.43,-0.91,2
21984398,8,155821789.18,-0.65,3
45396080,6,179881262.23,-0.53,3
40715395,1,114398158.76,0.94,1
50686940,2,192492341.42,-0.02,1
33215061,0,0.0,-0.41,2
36854296,3,198602811.87,-0.73,2
92058636,5,42135744.77,-0.62,2
13828433,3,182642818.22,-0.75,3
96621344,2,52000050.95,0.71,3
57149071,5,26128782.43,0.99,3
98334828,3,9613942.16,-0.23,2
17152747,6,178363965.0,-0.81,3
71029245,3,184916213.5,0.04,3
58344513,6,107637676.27,0.36,2
11020154,6,113680583.24,-0.22,3
48499601,3,76418965.02,0.44,1
16733215,3,169524827.16,0.61,2
85304674,4,121510537.92,0.77,1
42339834,4,94782794.91,-0.16,3
50739629,8,121052572.05,-0.57,2
39900787,4,26586921.32,0.95,1
83823165,2,39507166.04,-0.09,2
37259197,5,109271983.4,0.55,3
57784180,8,32170838.41,0.6,1
57379179,1,1373770.99,0.99,2
20760888,6,13782757.22,-0.19,3
88414095,7,548317.43,0.52,3
75856750,3,31783269.4,0.77,2
88483721,5,19515593.21,-0.66,2
59464216,8,9130660.85,-0.13,1
74884070,8,146554044.95,0.43,2
90884100,1,113977199.99,-0.58,1
68075712,2,190910537.21,-0.75,2
96015965,2,37327237.35,0.84,1
24372528,1,173263251.14,-0.29,2
81829506,1,169570264.21,0.25,2
56695565,0,0.0,0.62,2
77658103,8,195623572.09,0.97,1
35722525,2,157081389.94,0.72,1
48963185,5,169240975.92,0.89,3
74674115,2,189905622.48,-0.18,3
73813565,7,3856213.53,0.47,1
56571160,3,21194937.83,-0.52,3
86767936,0,0.0,-0.98,2
27562548,2,132932184.02,-0.04,3
91485805,5,154209115.25,0.72,2
69488206,4,157358591.93,-0.96,1
77506574,2,152369079.9,0.31,2
50057648,8,14356951.3,-0.6,2
81425912,4,141163964.82,-0.84,2
91242298,5,136898420.78,-0.19,1
63520377,0,0.0,-0.08,1
81894820,1,1366365.69,0.23,2
31882940,2,138634436.35,-0.59,3
48580196,7,151040225.42,-0.21,1
58665285,3,181625549.93,-0.58,3
68327846,7,10143172.19,-0.96,3
27687991,3,51264208.7,0.61,3
49509310,5,46367331.64,-0.24,2
41061293,8,175955878.24,0.89,2
40272855,8,43737088.34,0.54,1
94445004,6,186700126.59,0.28,2
97767265,4,173360534.76,0.24,3
56316696,5,4594211.78,-0.68,2
20679043,0,0.0,0.95,1
65498298,2,55505189.35,-0.98,3
32470291,3,54982845.95,0.78,3
60763061,0,0.0,-0.34,3
70072820,5,75977873.31,0.24,1
87921522,7,106269085.4,-0.27,2
64496748,1,43097738.63,-0.46,3
61195209,7,193883872.89,-0.57,1
77411050,2,120804577.42,0.14,1
97093473,8,186305519.6,-0.19,1
49043896,2,18624724.57,-0.56,2
17456985,0,0.0,-0.44,1
33544744,1,29739523.8,-0.89,2
94912633,7,194128149.04,0.16,2
68865527,6,175768403.4,0.54,2
37381509,8,100350517.96,0.81,1
93836420,7,128027905.38,0.32,1
30521013,6,144892403.22,0.44,3
11514542,4,74401533.84,-0.88,2
47735088,7,164269656.14,0.91,1
88427656,7,85907632.05,-0.42,2
25135763,8,14406709.15,-0.68,1
85785788,7,142969597.63,0.03,2
53951994,6,20728779.99,0.59,3
75489314,0,0.0,-0.75,3
45383985,5,150947209.74,-0.75,1
46595773,3,114490452.81,-0.96,3
24315679,3,189452957.79,0.46,1
34440805,7,82359334.54,-0.95,3
31765239,4,6130900.53,0.8,3
34586222,1,176810177.51,0.41,1
25527000,7,69056353.01,-0.09,2
95561923,4,95547065.81,0.99,2
85532173,8,8606859.33,-0.36,2
80337892,7,43048430.21,-0.52,1
95607690,6,64011037.13,-0.78,1
20569320,6,65231516.27,-0.82,1
79448631,2,39924669.8,-0.63,1
77001666,3,124388572.9,0.54,1
29391451,1,183460537.71,-0.08,3
44045468,8,154430112.66,0.53,1
69047560,4,136279571.92,0.19,1
66378562,8,99816787.82,-0.79,1
87960088,1,69877838.1,-0.8,2
46264673,8,103690011.96,0.1,3
88931275,8,62794464.89,-0.19,2
27920169,3,165111848.17,0.32,2
81087566,7,84199309.36,-0.09,3
94212996,5,145935981.03,-0.25,2
80706570,8,125661813.01,-0.9,2
10605409,7,35949049.81,-0.62,2
19462743,3,141014470.51,0.46,2
21377787,2,156297720.83,-0.91,2
31827621,0,0.0,-0.76,1
51892167,6,77918850.2,-0.14,1
45280122,6,101410042.8,0.57,1
30057988,1,76285457.71,0.93,3
85306159,8,154267198.19,0.4,2
15809041,7,190547907.05,-0.55,1
89655365,7,102621853.34,-0.06,2
16155579,6,80460727.03,-0.21,3
77511983,1,12422334.69,-0.17,2
93665691,3,174909725.37,-0.75,1
68544068,8,39421843.74,0.35,1
42027216,5,136716378.37,-0.77,2
43957164,4,67314712.91,0.31,1
60837727,8,191978500.76,0.28,1
79058877,8,191879107.6,0.9,2
11132658,7,50601507.82,0.42,2
